alpha,auc,beta,build_seconds,converged,epsilon,experiment,friend_attacks,gamma,iterations,lambda1,lambda2,max_iterations,method,propagation_seconds,repeat,residual,runtime_beta,seed_count,x,xi,zeta
0.1,0.7976328590881345,0.3,0.06539125600102125,True,0.001,runtime_beta_0.3,3200,0.425,16,2.0,3.0,100000,scasan,0.07848998799454421,0,0.0008419830448513561,0.3,10,0.001,2e-05,0.27
0.1,0.6669043370740793,0.3,1.55328716099757,True,0.001,runtime_beta_0.3,3200,0.425,15,2.0,3.0,100000,socact,0.9285143509987392,0,0.0009024084513875882,0.3,10,0.001,2e-05,0.27
0.1,0.8005564007450189,0.3,0.06124959699809551,True,0.0005,runtime_beta_0.3,3200,0.425,18,2.0,3.0,100000,scasan,0.08619310899666743,0,0.0004416179316030832,0.3,10,0.0005,2e-05,0.27
0.1,0.6707835688907671,0.3,1.5175346510004601,True,0.0005,runtime_beta_0.3,3200,0.425,17,2.0,3.0,100000,socact,1.061284880997846,0,0.00042990793439136863,0.3,10,0.0005,2e-05,0.27
0.1,0.7714768120705576,0.4,0.0659288979950361,True,0.002,runtime_beta_0.4,3200,0.425,12,2.0,3.0,100000,scasan,0.05950889800442383,0,0.0013776317763095538,0.4,10,0.002,2e-05,0.27
0.1,0.6618505110265922,0.4,1.5042193499975838,True,0.002,runtime_beta_0.4,3200,0.425,13,2.0,3.0,100000,socact,0.8225201820023358,0,0.0019080351246108312,0.4,10,0.002,2e-05,0.27
0.1,0.7776968743641515,0.4,0.06123678200674476,True,0.001,runtime_beta_0.4,3200,0.425,14,2.0,3.0,100000,scasan,0.0681069129932439,0,0.0006228380655891076,0.4,10,0.001,2e-05,0.27
0.1,0.6669043370740793,0.4,1.55328716099757,True,0.001,runtime_beta_0.4,3200,0.425,15,2.0,3.0,100000,socact,0.9285143509987392,0,0.0009024084513875882,0.4,10,0.001,2e-05,0.27
0.1,0.7822048488832543,0.4,0.06273543000133941,True,0.0005,runtime_beta_0.4,3200,0.425,15,2.0,3.0,100000,scasan,0.07516995000332827,0,0.00045485767934891683,0.4,10,0.0005,2e-05,0.27
0.1,0.6707835688907671,0.4,1.5175346510004601,True,0.0005,runtime_beta_0.4,3200,0.425,17,2.0,3.0,100000,socact,1.061284880997846,0,0.00042990793439136863,0.4,10,0.0005,2e-05,0.27
